year,month,temp ºC,feels_like ºC,pressure,humidity %,clouds %,visibility,wind_speed m/s,weather_id,day,irrad kwh/m2
2009,10,18.353548387096776,18.443225806451615,1016.6129032258065,84.2258064516129,66.29032258064517,7322.580645161291,3.129032258064516,683.3870967741935,16.0,131.43
2009,11,22.216666666666665,22.59,1015.0333333333333,80.16666666666667,56.333333333333336,8333.333333333334,2.8466666666666667,698.6333333333333,15.5,160.12
2009,12,20.933548387096774,21.283870967741933,1015.2903225806451,84.3225806451613,67.58064516129032,7838.709677419355,2.806451612903226,712.8064516129032,16.0,157.52
2010,1,21.942580645161293,22.38935483870968,1016.7741935483871,84.16129032258064,64.19354838709677,7419.354838709677,2.4612903225806453,598.9677419354839,16.0,155.7
2010,2,23.002142857142854,23.33535714285714,1016.8571428571429,76.25,38.392857142857146,9107.142857142857,2.6107142857142853,694.7142857142857,14.5,166.47
2010,3,21.42967741935484,21.728709677419356,1016.2903225806451,80.45161290322581,52.096774193548384,8677.41935483871,2.6548387096774193,708.8064516129032,16.0,154.78
2010,4,19.03166666666667,19.047666666666665,1019.8333333333334,78.76666666666667,41.166666666666664,8733.333333333334,3.0266666666666664,710.7,15.5,123.61
2010,5,16.91,16.776451612903227,1019.0322580645161,81.19354838709677,39.03225806451613,8548.387096774193,2.670967741935484,728.741935483871,16.0,110.2
2010,6,14.882333333333332,14.481333333333334,1022.6333333333333,78.7,28.333333333333332,9366.666666666666,2.3866666666666663,742.0666666666667,15.5,108.4
2010,7,16.825483870967744,16.63193548387097,1022.7741935483871,79.2258064516129,42.096774193548384,7677.419354838709,2.390322580645161,738.1290322580645,16.0,110.47
2010,8,15.321935483870968,14.713870967741935,1022.6774193548387,71.29032258064517,34.354838709677416,8532.258064516129,2.435483870967742,745.2903225806451,16.0,130.18
2010,9,17.958666666666666,17.713666666666665,1019.3,72.9,50.5,7500.0,2.77,714.3,15.5,122.54
2010,10,16.90838709677419,16.813225806451616,1017.5806451612904,82.64516129032258,60.645161290322584,7516.129032258064,3.596774193548387,708.1612903225806,16.0,143.6
2010,11,19.121333333333332,19.132333333333335,1014.3,78.26666666666667,47.333333333333336,8366.666666666666,3.183333333333333,699.2333333333333,15.5,152.81
2010,12,21.008709677419354,21.36,1013.1935483870968,84.06451612903226,64.03225806451613,8032.258064516129,3.358064516129032,682.3225806451613,16.0,161.79
2011,1,22.40258064516129,22.87322580645161,1013.5806451612904,83.3225806451613,52.74193548387097,8145.1612903225805,2.2451612903225806,677.8064516129032,16.0,164.71
2011,2,22.65642857142857,23.048214285714288,1015.6071428571429,79.28571428571429,41.785714285714285,8857.142857142857,2.442857142857143,646.1071428571429,14.5,152.25
2011,3,20.47774193548387,20.809677419354838,1016.6129032258065,85.35483870967742,74.03225806451613,7806.451612903225,3.635483870967742,685.0,16.0,117.77
2011,4,19.790000000000003,19.951,1018.5333333333333,81.43333333333334,57.5,7783.333333333333,2.4633333333333334,708.3,15.5,127.63
2011,5,15.876129032258065,15.683870967741935,1020.3870967741935,82.90322580645162,42.903225806451616,8258.064516129032,2.9161290322580644,743.1290322580645,16.0,107.1
2011,6,14.308666666666666,13.913,1020.1,80.1,22.5,7716.666666666667,2.5166666666666666,725.9,15.5,107.35
2011,7,15.622903225806452,15.226451612903226,1020.5483870967741,76.48387096774194,21.93548387096774,8064.5161290322585,1.803225806451613,729.0967741935484,16.0,103.45
2011,8,16.268387096774195,15.900322580645161,1020.258064516129,74.87096774193549,45.0,7370.967741935484,2.870967741935484,715.483870967742,16.0,112.91
2011,9,15.848666666666666,15.475666666666665,1022.0666666666667,76.06666666666666,46.333333333333336,7716.666666666667,3.753333333333333,715.6666666666666,15.5,151.14
2011,10,18.127741935483872,18.065161290322582,1016.741935483871,79.2258064516129,46.29032258064516,8122.580645161291,3.916129032258065,695.0,16.0,147.34
2011,11,17.808666666666667,17.702,1016.6333333333333,78.76666666666667,45.666666666666664,7983.333333333333,3.7866666666666666,743.1333333333333,15.5,176.82
2011,12,20.30258064516129,20.311612903225804,1014.6129032258065,73.64516129032258,47.25806451612903,7693.548387096775,3.6774193548387095,702.516129032258,16.0,168.19
2012,1,19.823548387096775,19.96193548387097,1016.258064516129,80.41935483870968,40.0,8290.322580645161,3.2580645161290325,695.7096774193549,16.0,156.87
2012,2,22.763103448275864,23.05551724137931,1016.1724137931035,74.55172413793103,30.689655172413794,8620.689655172413,2.7275862068965515,713.2068965517242,15.0,168.34
2012,3,20.48032258064516,20.635483870967743,1018.0967741935484,78.6774193548387,47.58064516129032,7766.666666666667,3.8,715.1290322580645,16.0,171.4
2012,4,19.723333333333336,19.917666666666666,1017.8666666666667,82.96666666666667,62.833333333333336,6750.0,3.45,689.4666666666667,15.5,125.55
2012,5,16.903870967741934,16.786774193548386,1021.6129032258065,81.80645161290323,40.645161290322584,8870.967741935483,3.274193548387097,769.741935483871,16.0,110.05
2012,6,16.601666666666667,16.547666666666668,1021.1666666666666,85.43333333333334,39.666666666666664,8657.142857142857,3.0256666666666665,714.1333333333333,15.5,77.09
2012,7,15.79225806451613,15.448387096774193,1021.5806451612904,77.38709677419355,26.774193548387096,9739.130434782608,2.7116129032258067,749.6129032258065,16.0,111.1
2012,8,17.75741935483871,17.426774193548386,1024.2903225806451,70.35483870967742,16.774193548387096,10000.0,3.0519354838709676,756.1935483870968,16.0,155.0
2012,9,18.457,18.172666666666665,1020.9666666666667,71.9,36.0,10000.0,3.8066666666666666,738.2666666666667,15.5,147.11
2012,10,20.293870967741935,20.301612903225806,1018.0322580645161,73.70967741935483,44.193548387096776,10000.0,3.943225806451613,699.7096774193549,16.0,170.18
2012,11,19.37066666666667,19.378333333333334,1016.3333333333334,77.16666666666667,59.333333333333336,9250.0,4.1066666666666665,740.3333333333334,15.5,156.06
2012,12,22.77064516129032,23.030322580645162,1015.9032258064516,73.83870967741936,47.58064516129032,9604.166666666666,3.413870967741935,654.5806451612904,16.0,172.22
2013,1,20.75548387096774,20.973548387096773,1017.1612903225806,79.96774193548387,66.61290322580645,10000.0,3.7780645161290325,680.0967741935484,16.0,135.45
2013,2,22.056785714285716,22.457142857142856,1017.0,80.46428571428571,49.107142857142854,10000.0,3.100357142857143,577.5714285714286,14.5,154.19
2013,3,21.14322580645161,21.470645161290324,1018.258064516129,81.6774193548387,60.645161290322584,10000.0,4.007741935483871,615.0645161290323,16.0,138.5
2013,4,19.432000000000002,19.502333333333336,1019.4333333333333,79.3,42.833333333333336,10000.0,3.497,750.5,15.5,126.82
2013,5,18.015806451612903,17.934193548387096,1019.8709677419355,78.90322580645162,34.67741935483871,9547.619047619048,2.868387096774194,723.8387096774194,16.0,100.39
2013,6,17.781,17.767,1020.8,82.43333333333334,42.666666666666664,9218.75,3.009333333333333,741.0666666666667,15.5,83.1
2013,7,14.958064516129031,14.478709677419355,1022.741935483871,80.41935483870968,36.29032258064516,10000.0,2.9341935483870967,745.9677419354839,16.0,98.07
2013,8,16.506451612903227,15.956451612903225,1021.3548387096774,69.19354838709677,25.806451612903224,10000.0,2.9312903225806455,755.3225806451613,16.0,137.67
2013,9,18.003333333333334,17.71833333333333,1020.3333333333334,71.16666666666667,45.0,9447.368421052632,3.5283333333333333,705.4,15.5,128.18
2013,10,19.0258064516129,18.955161290322582,1019.0322580645161,74.74193548387096,55.16129032258065,8725.0,4.1090322580645156,727.6774193548387,16.0,135.28
2013,11,20.766666666666666,20.878666666666668,1017.0333333333333,75.16666666666667,51.833333333333336,10000.0,3.867,644.0666666666667,15.5,151.57
2013,12,22.022258064516127,22.26806451612903,1014.3870967741935,74.16129032258064,49.67741935483871,10000.0,3.97741935483871,722.2903225806451,16.0,192.09
2014,1,23.567096774193548,23.977096774193548,1017.8709677419355,73.2258064516129,27.903225806451612,10000.0,3.345806451612903,669.3548387096774,16.0,217.48
2014,2,24.010357142857142,24.354285714285712,1016.6428571428571,68.57142857142857,26.071428571428573,10000.0,3.535,700.3928571428571,14.5,179.44
2014,3,21.393870967741936,21.609354838709677,1018.741935483871,77.38709677419355,58.38709677419355,9782.608695652174,3.4470967741935485,656.1290322580645,16.0,158.12
2014,4,19.825666666666667,19.87633333333333,1019.7666666666667,77.1,48.833333333333336,10000.0,3.5083333333333333,707.9666666666667,15.5,125.33
2014,5,17.554838709677416,17.35709677419355,1019.9032258064516,76.2258064516129,42.25806451612903,10000.0,3.0987096774193548,734.0322580645161,16.0,107.79
2014,6,16.966333333333335,16.734333333333336,1021.0666666666667,77.13333333333334,30.166666666666668,10000.0,2.8756666666666666,765.5666666666667,15.5,95.65
2014,7,16.137096774193548,15.753548387096775,1024.1612903225807,74.58064516129032,41.774193548387096,8843.75,3.424516129032258,702.0645161290323,16.0,96.69
2014,8,16.933870967741935,16.432903225806452,1022.3225806451613,67.0,41.61290322580645,10000.0,3.2864516129032255,724.516129032258,16.0,135.4
2014,9,19.083666666666666,18.885666666666665,1019.9333333333333,70.36666666666666,30.5,9041.666666666666,3.7760000000000002,726.7666666666667,15.5,140.71
2014,10,19.76483870967742,19.55806451612903,1020.0967741935484,67.70967741935483,40.96774193548387,10000.0,4.415806451612903,728.8064516129032,16.0,186.78
2014,11,19.942666666666664,19.994333333333334,1017.0,76.66666666666667,53.166666666666664,9733.333333333334,4.263,681.7666666666667,15.5,150.99
2014,12,21.745483870967742,21.925483870967742,1016.741935483871,74.06451612903226,29.677419354838708,10000.0,3.4780645161290322,692.0645161290323,16.0,174.08
2015,1,23.647419354838707,24.030645161290323,1017.8387096774194,73.58064516129032,35.483870967741936,8677.225806451614,3.8548387096774195,594.483870967742,16.0,198.59
2015,2,22.19107142857143,22.525000000000002,1016.7857142857143,77.78571428571429,40.0,8535.5,3.5464285714285713,623.0,14.5,149.95
2015,3,21.030967741935484,21.31967741935484,1017.6129032258065,81.58064516129032,52.354838709677416,8730.538461538461,3.220322580645161,675.7741935483871,16.0,139.13
2015,4,19.631333333333334,19.990333333333336,1017.9666666666667,89.63333333333334,76.8,8888.444444444445,3.253333333333333,769.5,15.5,129.64
2015,5,17.962903225806453,17.908709677419353,1020.741935483871,80.19354838709677,52.41935483870968,7532.032258064516,3.458064516129032,718.0322580645161,16.0,93.24
2015,6,17.037666666666667,16.770333333333333,1023.3,75.6,33.0,9066.5,3.06,747.4,15.5,97.2
2015,7,17.057419354838707,16.812258064516126,1021.9677419354839,76.3225806451613,35.16129032258065,8499.870967741936,3.0483870967741935,736.258064516129,16.0,94.61
2015,8,18.24516129032258,17.884516129032257,1021.3870967741935,67.38709677419355,13.064516129032258,9096.709677419354,2.7,772.0645161290323,16.0,141.97
2015,9,19.436333333333334,19.346333333333334,1018.1333333333333,73.2,43.333333333333336,7966.5,3.0300000000000002,718.1333333333333,15.5,119.44
2015,10,20.302258064516128,20.381612903225808,1019.0967741935484,75.74193548387096,57.25806451612903,8096.612903225807,3.932258064516129,737.6774193548387,16.0,151.33
2015,11,20.766000000000002,21.038333333333334,1016.6,81.93333333333334,69.5,7179.833333333333,3.9866666666666664,599.2333333333333,15.5,132.46
2015,12,22.120967741935484,22.414516129032258,1017.258064516129,78.06451612903226,51.45161290322581,8838.322580645161,3.264516129032258,649.7741935483871,16.0,165.82
2016,1,21.67774193548387,21.92064516129032,1016.3548387096774,77.48387096774194,56.935483870967744,8451.258064516129,4.393548387096774,698.0322580645161,16.0,161.24
2016,2,22.94,23.264137931034483,1017.8965517241379,76.72413793103448,41.55172413793103,9275.51724137931,3.186206896551724,687.0689655172414,15.0,158.98
2016,3,21.82709677419355,22.188709677419357,1019.2903225806451,81.3225806451613,56.29032258064516,8366.366666666667,3.45,676.8387096774194,16.0,149.12
2016,4,21.999333333333333,22.103333333333335,1019.4,70.8,29.5,8999.857142857143,3.121,776.3,15.5,151.52
2016,5,17.38193548387097,17.212580645161292,1021.483870967742,78.0,54.83870967741935,9429.411764705883,3.753225806451613,728.7096774193549,16.0,97.51
2016,6,14.379333333333333,13.845333333333334,1023.3666666666667,77.8,49.833333333333336,10000.0,3.43,684.6666666666666,15.5,98.62
2016,7,16.54612903225806,16.016129032258064,1021.5483870967741,66.74193548387096,30.322580645161292,9484.21052631579,3.161290322580645,765.8387096774194,16.0,123.21
2016,8,16.612903225806452,16.10967741935484,1020.1290322580645,70.06451612903226,32.74193548387097,9086.869565217392,3.63,739.5483870967741,16.0,121.14
2016,9,17.261333333333333,16.961333333333336,1020.5333333333333,73.56666666666666,57.333333333333336,10000.0,4.049666666666666,751.7,15.5,129.56
2016,10,19.16032258064516,19.126774193548385,1017.516129032258,76.16129032258064,59.354838709677416,9520.0,4.010645161290323,663.0322580645161,16.0,145.63
2016,11,19.29866666666667,19.303333333333335,1016.6333333333333,77.33333333333333,54.166666666666664,10000.0,3.9133333333333336,676.8666666666667,15.5,156.73
2016,12,21.91032258064516,22.054193548387094,1014.3870967741935,71.87096774193549,36.29032258064516,10000.0,3.358064516129032,702.0,16.0,193.63
2017,1,22.249354838709678,22.595483870967744,1015.1935483870968,79.41935483870968,50.32258064516129,9937.5,3.2435483870967743,560.3870967741935,16.0,159.65
2017,2,22.94214285714286,23.154285714285717,1015.0,71.60714285714286,28.928571428571427,9909.045454545454,3.2328571428571427,683.6071428571429,14.5,179.68
2017,3,21.00741935483871,21.17096774193548,1017.4193548387096,76.87096774193549,55.16129032258065,10000.0,4.22741935483871,650.2903225806451,16.0,159.66
2017,4,19.561,19.618333333333332,1018.7333333333333,78.33333333333333,63.5,10000.0,3.7449999999999997,728.8,15.5,109.26
2017,5,18.129354838709677,18.106774193548386,1019.5483870967741,80.7741935483871,44.67741935483871,9999.95,2.882258064516129,766.0967741935484,16.0,101.39
2017,6,16.736666666666668,16.446,1022.0333333333333,76.0,31.166666666666668,9559.88,3.283666666666667,747.5666666666667,15.5,99.75
2017,7,15.811935483870968,15.199677419354838,1026.3225806451612,69.19354838709677,28.225806451612904,10000.0,3.0064516129032257,753.3548387096774,16.0,122.44
2017,8,16.57225806451613,16.150967741935485,1020.9677419354839,71.45161290322581,36.935483870967744,10000.0,3.3329032258064513,730.516129032258,16.0,104.52
2017,9,19.602333333333334,19.223666666666666,1021.3,61.5,24.166666666666668,10000.0,3.2866666666666666,760.5333333333333,15.5,175.81
2017,10,20.433225806451613,20.383870967741935,1017.1935483870968,70.41935483870968,36.45161290322581,10000.0,3.9293548387096773,749.4193548387096,16.0,149.54
2017,11,19.221999999999998,19.140333333333334,1015.4333333333333,74.3,46.5,9472.222222222223,3.759,715.2333333333333,15.5,164.98
2017,12,21.419032258064515,21.613548387096774,1014.2258064516129,75.83870967741936,44.83870967741935,10000.0,3.734193548387097,698.0,16.0,167.13
2018,1,21.79516129032258,22.038064516129033,1015.7096774193549,75.96774193548387,50.0,9441.117647058823,3.847741935483871,624.5483870967741,16.0,164.13
2018,2,21.26928571428571,21.428214285714287,1016.1071428571429,75.67857142857143,55.714285714285715,9842.105263157895,3.89,701.3214285714286,14.5,150.06
2018,3,22.13483870967742,22.506774193548388,1015.483870967742,80.51612903225806,40.16129032258065,10000.0,2.96,694.8387096774194,16.0,160.54
2018,4,20.384666666666664,20.413,1020.2333333333333,74.06666666666666,40.833333333333336,9999.952380952382,3.5756666666666663,749.0,15.5,147.86
2018,5,18.283548387096772,18.11935483870968,1021.0967741935484,74.70967741935483,43.225806451612904,9999.90909090909,3.2841935483870968,799.1935483870968,16.0,127.33
2018,6,17.262999999999998,16.96933333333333,1021.8666666666667,73.66666666666667,33.0,9472.222222222223,2.824,731.2,15.5,85.33
2018,7,16.871290322580645,16.349677419354837,1021.5806451612904,66.45161290322581,23.225806451612904,10000.0,2.5280645161290325,755.5483870967741,16.0,117.69
2018,8,16.51774193548387,16.075806451612905,1021.516129032258,70.83870967741936,40.96774193548387,10000.0,3.1712903225806452,713.9677419354839,16.0,109.24
2018,9,17.667333333333332,17.504,1018.4333333333333,77.16666666666667,62.166666666666664,9321.42857142857,3.7103333333333333,743.1333333333333,15.5,137.57
2018,10,18.683225806451613,18.740322580645163,1017.3225806451613,81.70967741935483,65.16129032258064,10000.0,3.6822580645161294,691.9032258064516,16.0,122.53
2018,11,19.569333333333336,19.639,1016.7333333333333,78.8,61.833333333333336,9441.176470588236,4.312333333333333,695.1,15.5,149.14
2018,12,22.215806451612906,22.355806451612903,1015.5806451612904,69.90322580645162,38.225806451612904,10000.0,3.631612903225806,676.4193548387096,16.0,199.13
2019,1,23.601612903225806,24.02064516129032,1017.0,73.48387096774194,32.74193548387097,9472.222222222223,3.1596774193548387,647.4516129032259,16.0,202.82
2019,2,21.662499999999998,21.994285714285716,1015.7857142857143,78.32142857142857,45.0,9999.9375,3.4274999999999998,601.6785714285714,14.5,141.3
2019,3,21.254193548387097,21.51322580645161,1018.0967741935484,79.61290322580645,50.483870967741936,10000.0,3.2516129032258063,620.2903225806451,16.0,154.02
2019,4,21.258666666666667,21.485333333333333,1017.1333333333333,78.33333333333333,51.666666666666664,10000.0,3.126,731.6,15.5,137.79
2019,5,19.52806451612903,19.567741935483873,1018.483870967742,77.7741935483871,50.0,10000.0,3.184193548387097,734.6774193548387,16.0,107.69
2019,6,17.679333333333332,17.484666666666666,1022.2333333333333,75.9,26.333333333333332,9833.333333333334,2.445333333333333,787.6666666666666,15.5,107.39
2019,7,15.769677419354839,15.196451612903227,1022.258064516129,73.12903225806451,25.322580645161292,9451.612903225807,2.6903225806451614,768.5806451612904,16.0,124.59
2019,8,16.254838709677422,15.908387096774193,1024.225806451613,75.54838709677419,53.064516129032256,9516.129032258064,3.7225806451612904,720.5806451612904,16.0,124.72
2019,9,18.985000000000003,18.894333333333336,1020.0,74.83333333333333,47.0,9066.666666666666,3.8466666666666662,734.6666666666666,15.5,122.94
2019,10,20.961290322580645,20.98741935483871,1017.483870967742,72.03225806451613,40.32258064516129,9096.774193548386,3.9,740.483870967742,16.0,172.8
2019,11,20.111666666666668,20.26833333333333,1015.9666666666667,78.83333333333333,64.66666666666667,9133.333333333334,4.1866666666666665,735.3,15.5,149.57
2019,12,21.218387096774194,21.491290322580646,1015.9354838709677,80.3225806451613,35.16129032258065,8951.612903225807,3.8161290322580643,728.0967741935484,16.0,170.72
2020,1,22.119032258064514,22.52516129032258,1015.258064516129,79.41935483870968,55.483870967741936,8322.58064516129,4.158064516129032,622.4193548387096,16.0,165.81
2020,2,21.113793103448273,21.522758620689654,1017.2413793103449,85.93103448275862,66.37931034482759,8568.965517241379,3.8000000000000003,643.0344827586207,15.0,126.84
2020,3,20.39516129032258,20.581612903225807,1017.9677419354839,80.12903225806451,50.16129032258065,9225.774193548386,3.8129032258064517,731.6451612903226,16.0,176.27
2020,4,18.669666666666668,18.648666666666667,1018.2,78.7,48.0,9933.333333333334,3.4266666666666667,753.2,15.5,147.87
2020,5,16.679354838709674,16.371290322580645,1020.0,75.35483870967742,28.225806451612904,9516.129032258064,3.0380645161290323,746.4193548387096,16.0,124.98
2020,6,18.067,17.938666666666666,1020.5333333333333,76.9,32.166666666666664,9066.666666666666,2.6753333333333336,739.2333333333333,15.5,92.21
2020,7,17.153225806451612,16.804193548387094,1021.3870967741935,71.93548387096774,28.70967741935484,9580.645161290322,2.905483870967742,767.0967741935484,16.0,119.02
2020,8,16.63806451612903,16.261935483870968,1020.2258064516129,75.41935483870968,33.87096774193548,9193.548387096775,3.2577419354838706,711.7096774193549,16.0,133.68
